pl_name,sy_snum,pl_orbsmax,pl_rade,st_rad,sy_dist
LP 791-18 c,1,0.02961,2.438,0.18,26.4927
LP 791-18 d,1,0.01992,1.032,0.18,26.4927
LP 890-9 b,1,0.01875,1.32,0.16,32.4298
LP 890-9 c,1,0.03984,1.367,0.16,32.4298
LSPM J2116+0234 b,1,0.0876,3.71,0.43,17.6297
LTT 1445 A b,3,0.022,1.18,0.27,6.86929
LTT 1445 A c,3,0.02661,1.147,0.27,6.86929
LTT 3780 b,2,0.01195,1.325,0.38,21.9814
LTT 3780 c,2,0.0757,2.39,0.38,21.9814
LTT 9779 b,1,0.01679,4.72,0.95,80.4373
LkCa 15 b,1,14.7,0,1.61,158.152
LkCa 15 c,1,18.6,0,1.61,158.152
Luhman 16 b,1,3.52,11.9,0,0
Lupus-TR-3 b,1,0.0464,9.976,0.82,773.409
M62H b,1,0,0,0,0
MASCARA-1 b,1,0.040352,17.901,2.08,182.273
MASCARA-4 b,2,0.047,17.15,1.92,170.696
MOA-2007-BLG-192L b,1,0.62,1.63,0,1000
MOA-2007-BLG-400L b,1,5.9,13.5,0,6890
MOA-2008-BLG-310L b,1,1.1,5.18,0,7700
MOA-2008-BLG-379L b,1,2.7,13,0,3300
MOA-2009-BLG-266L b,1,3.2,3.21,0,3040
MOA-2009-BLG-319L b,1,2.03,9.64,0,7050
MOA-2009-BLG-387L b,1,1.8,13.2,0,5690
MOA-2010-BLG-073L b,1,1.21,12.4,0,2800
MOA-2010-BLG-117L b,1,2.42,14.2,0,3500
MOA-2010-BLG-328L b,1,0.92,2.99,0,810
MOA-2010-BLG-353L b,1,1.72,11.1,0,6430
MOA-2010-BLG-477L b,1,2,13.6,0,2300
MOA-2011-BLG-028L b,1,4.14,5.99,0,7380
MOA-2011-BLG-262L b,1,0.95,4.29,0,7200
MOA-2011-BLG-291L b,1,0.69,4.43,0,4400
MOA-2011-BLG-293L b,1,1.1,12.9,0,7720
MOA-2011-BLG-322L b,1,4.3,12.4,0,7560
MOA-2012-BLG-006L b,1,10.2,12.6,0,5300
MOA-2012-BLG-505L b,1,0.9,2.48,0,7210
MOA-2013-BLG-220L b,1,3.03,13.2,0,6720
MOA-2013-BLG-605L b,1,0.93,1.62,0,850
MOA-2015-BLG-337L b,1,0.24,6.42,0,7100
MOA-2016-BLG-227L b,1,1.39,13.2,0,6500
MOA-2016-BLG-319L b,1,0.95,14.1,0,6800
MOA-2019-BLG-008L b,1,0,12.2,0,2700
MOA-2020-BLG-135L b,1,1.11,3.37,0,7900
MOA-2020-BLG-208L b,1,2.74,7.71,0,7490
MOA-2022-BLG-249L b,1,1.63,2.04,0,2000
MOA-2022-BLG-563L b,1,2.15,14,0,6530
MOA-bin-1L b,1,8.3,13,0,5100
MOA-bin-29 b,1,0.48,14.1,0,7120
MWC 758 c,1,100,0,2.01,159.537
MXB 1658-298 b,2,1.613,12,0,0
NGC 2682 Sand 1429 b,1,0.384,13.4,2.13,852.793
NGC 2682 Sand 364 b,1,0.53,12.7,39.59,817.192
NGC 2682 Sand 978 b,1,0,13.3,21.02,821.918
NGC 2682 YBP 1194 b,1,0,12.3,0.99,872.92
NGC 2682 YBP 1514 b,1,0,14,0.89,914.221
NGC 2682 YBP 401 b,1,0,14.3,1.22,830.822
NGTS-1 b,1,0.0326,14.908,0.57,218.121
NGTS-10 b,1,0.0143,13.507,0.7,324.6986504
NGTS-11 b,1,0.201,9.158,0.83,190.422
NGTS-12 b,1,0.0757,11.747,1.59,446.442
NGTS-13 b,1,0.0549,12.801,1.79,647.595
NGTS-14 A b,2,0.0403,4.977,0.84,322.148
NGTS-15 b,1,0.0441,12.33,0.95,786.485
NGTS-16 b,1,0.0523,14.572,1.21,898.168
NGTS-17 b,1,0.0391,13.899,1.34,1040.28
NGTS-18 b,1,0.0448,13.563,1.39,1096.19
NGTS-2 b,1,0.063,17.878,1.7,356.391
NGTS-20 b,1,0.313,11.994,1.78,382.898
NGTS-21 b,1,0.0236,14.908,0.86,592.891
NGTS-23 b,1,0.0504,14.202,1.24,1074.95
NGTS-24 b,1,0.0479,13.608,1.64,683.062
NGTS-25 b,1,0.0388,11.467,0.86,521.233
NGTS-26 b,1,0.049,14.886,1.16,1093.69
NGTS-27 b,1,0.0446,15.648,1.77,942.122
NGTS-3 A b,2,0.023,16.589,0.93,743.972
NGTS-30 b,1,0.408,10.402,0.91,238.377
NGTS-4 b,1,0.019,3.18,0.84,280.555
NGTS-5 b,1,0.0382,12.733,0.74,306.779
NGTS-6 b,1,0.01677,14.863,0.75,308.262
NGTS-8 b,1,0.035,12.218,0.98,428.976
NGTS-9 b,1,0.058,11.994,1.38,609.128
NN Ser c,2,5.35,12.6,0,515.818
NN Ser d,2,3.43,13.3,0,515.818
NSVS 14256825 b,2,3.12,12.3,0.19,820.877
NY Vir b,2,3.3,13.3,0.15,544.024
NY Vir c,2,0,12.8,0.15,544.024
OGLE-2003-BLG-235L b,1,4.3,13.2,0,5800
OGLE-2005-BLG-071L b,1,3.6,13,0,3200
OGLE-2005-BLG-169L b,1,3.5,3.84,0,4100
OGLE-2005-BLG-390L b,1,2.6,2.21,0,6600
OGLE-2006-BLG-109L b,1,2.3,14,0,1510
OGLE-2006-BLG-109L c,1,4.5,11.1,0,1510
OGLE-2006-BLG-284L A b,2,2.17,14.3,0,4000
OGLE-2007-BLG-349L AB c,2,2.59,10.7,0,2760
OGLE-2007-BLG-368L b,1,2.8,4.72,0,5900
OGLE-2008-BLG-092L b,2,15,8.74,0,8100
OGLE-2008-BLG-355L b,1,1.7,12.9,0,6800
OGLE-2011-BLG-0173L b,1,8,9.01,0,6100
OGLE-2011-BLG-0251L b,1,2.72,14.2,0,2570
OGLE-2011-BLG-0265L b,1,1.89,13.9,0,4380
OGLE-2012-BLG-0026L b,1,4,7.72,0,4019
OGLE-2012-BLG-0026L c,1,4.8,13.9,0,4019
OGLE-2012-BLG-0358L b,1,0.87,13.4,0,1760
OGLE-2012-BLG-0406L b,1,3.45,13.2,0,4970
OGLE-2012-BLG-0563L b,1,0.74,13.6,0,1300
OGLE-2012-BLG-0724L b,1,1.6,14.3,0,6700
OGLE-2012-BLG-0838L b,1,4.43,8.39,0,6320
OGLE-2012-BLG-0950L b,1,2.6,6.56,0,2600
OGLE-2013-BLG-0102L b,1,0.8,12.3,0,3040
OGLE-2013-BLG-0132L b,1,3.6,11.6,0,3900
OGLE-2013-BLG-0341L B b,2,0.702,1.16,0,911
OGLE-2013-BLG-0911L b,1,0.39,12.5,0,3220
OGLE-2013-BLG-1721L b,1,2.6,14.1,0,6300
OGLE-2013-BLG-1761L b,1,1.8,13.2,0,6900
OGLE-2014-BLG-0124L b,1,3.48,14.1,0,3500
OGLE-2014-BLG-0221L b,1,3.76,12.9,0,3680
OGLE-2014-BLG-0319L b,1,3.49,14.1,0,7730
OGLE-2014-BLG-0676L b,1,4.53,13,0,2670
OGLE-2014-BLG-1722L b,1,1.5,8.59,0,6400
OGLE-2014-BLG-1722L c,1,1.7,11,0,6400
OGLE-2014-BLG-1760L b,1,1.75,14.2,0,6860
OGLE-2015-BLG-0051L b,1,0.73,14,0,8200
OGLE-2015-BLG-0954L b,1,1.6,13.1,0,1200
OGLE-2015-BLG-0966L b,1,2.7,4.86,0,3300
OGLE-2015-BLG-1649L b,1,2.07,13.2,0,4230
OGLE-2015-BLG-1670L b,1,2.62,4.42,0,6700
OGLE-2015-BLG-1771L b,1,0.85,14.3,0,7070
OGLE-2016-BLG-0263L b,1,5.4,13,0,6500
OGLE-2016-BLG-0613L AB b,2,6.4,13,0,3410
OGLE-2016-BLG-1067L b,1,1.7,14.3,0,3730
OGLE-2016-BLG-1093L b,1,2.13,14,0,8120
OGLE-2016-BLG-1190L b,1,2.17,12.3,0,6770
OGLE-2016-BLG-1195L b,1,1.16,1.11,0,3910
OGLE-2016-BLG-1227L b,1,3.4,13.9,0,0
OGLE-2017-BLG-0173L b,1,3.913,1.62,0,4705
OGLE-2017-BLG-0373L b,1,2.424,14,0,5915
OGLE-2017-BLG-0406L b,1,3.5,14.2,0,5200
OGLE-2017-BLG-0448L b,1,5.75,4.08,0,7530
OGLE-2017-BLG-0482L b,1,1.8,2.95,0,5800
OGLE-2017-BLG-0604L b,1,4.06,14.2,0,3950
OGLE-2017-BLG-0640L b,1,1.14,13.5,0,6630
OGLE-2017-BLG-1049L b,1,3.92,12.8,0,5670
OGLE-2017-BLG-1099L b,1,2.73,13.1,0,7250
OGLE-2017-BLG-1140L b,1,1.02,13.5,0,0
OGLE-2017-BLG-1237L b,1,2.53,13,0,6030
OGLE-2017-BLG-1275L b,1,2.09,12.8,0,7690
OGLE-2017-BLG-1375L b,1,3.04,12.4,0,3930
OGLE-2017-BLG-1434L b,1,1.18,1.94,0,860
OGLE-2017-BLG-1522L b,1,0.59,14,0,7490
OGLE-2017-BLG-1691L b,1,2.41,3.92,0,7290
OGLE-2017-BLG-1806L b,1,1.75,2.15,0,6400
OGLE-2018-BLG-0298L b,1,2.86,7.56,0,6540
OGLE-2018-BLG-0383L b,1,1.8,2.41,0,7700
OGLE-2018-BLG-0506L b,1,3,4.18,0,5600
OGLE-2018-BLG-0516L b,1,2.2,4.73,0,7000
OGLE-2018-BLG-0532L b,1,1.064,2.37,0,773
OGLE-2018-BLG-0567L b,1,2.72,12.3,0,7060
OGLE-2018-BLG-0596L b,1,0.97,3.81,0,5650
OGLE-2018-BLG-0677L b,1,0.63,1.82,0,7580
OGLE-2018-BLG-0740L b,1,5,12.9,0,3200
OGLE-2018-BLG-0799L b,1,1.28,10.9,0,4050
OGLE-2018-BLG-0932L b,1,1.75,13.9,0,6620
OGLE-2018-BLG-0962L b,1,3.59,13.6,0,6500
OGLE-2018-BLG-0977L b,1,2,2.41,0,6500
OGLE-2018-BLG-1011L b,1,1.8,13.5,0,7100
OGLE-2018-BLG-1011L c,1,0.8,13.2,0,7100
OGLE-2018-BLG-1119L b,1,4.06,13.9,0,5760
OGLE-2018-BLG-1126L b,1,3.23,4.41,0,5700
OGLE-2018-BLG-1185L b,1,1.54,2.83,0,7400
OGLE-2018-BLG-1212L b,1,1.68,9.32,0,1550
OGLE-2018-BLG-1269L b,1,4.51,14.1,0,2510
OGLE-2018-BLG-1367L b,1,1.21,13.8,0,5370
OGLE-2018-BLG-1428L b,1,3.3,14,0,6220
OGLE-2018-BLG-1647L b,1,1.36,13.8,0,7880
OGLE-2018-BLG-1700L b,2,2.8,12.9,0,7600
OGLE-2019-BLG-0249L b,1,1.84,12.7,0,6370
OGLE-2019-BLG-0299L b,1,2.8,12.7,0,5830
OGLE-2019-BLG-0304L b,2,1.23,14.2,0,6980
OGLE-2019-BLG-0362L b,1,2.18,13.1,0,5830
OGLE-2019-BLG-0468L b,1,3.29,13.1,0,4400
OGLE-2019-BLG-0468L c,1,2.77,12.5,0,4400
OGLE-2019-BLG-0679L b,1,6.99,13.1,0,5630
OGLE-2019-BLG-0954L b,1,2.65,12.3,0,3630
OGLE-2019-BLG-0960L b,1,1.9,1.39,0,980
OGLE-2019-BLG-1053L b,1,3.4,1.38,0,6800
OGLE-2019-BLG-1180L b,1,5.19,13.5,0,6070
OGLE-2019-BLG-1470L AB c,2,3.2,13.3,0,5900
OGLE-2019-BLG-1492L b,1,2.7,6.79,0,5600
OGLE-2023-BLG-0836L b,2,3.7,12.9,0,5120
OGLE-TR-10 b,1,0.0434,14.011,1.17,1344.97
OGLE-TR-111 b,1,0.0473,11.422,0.83,1068.33
OGLE-TR-113 b,1,0.02289,12.251,0.77,566.459
OGLE-TR-132 b,1,0.03035,13.45,1.32,2012.62
OGLE-TR-182 b,1,0.051,12.666,1.14,2501.75
OGLE-TR-211 b,1,0.051,15.244,1.64,1515.26
OGLE-TR-56 b,1,0.02383,15.278,1.74,282.8391387
OGLE2-TR-L9 b,1,0.0308,18.046,1.53,1627.63
Oph 11 b,1,243,12.3,0.23,136.165592
PDS 70 b,1,20,30.488,1.26,113.064
PDS 70 c,1,34,22.866,1.06,113.064
PH1 b,4,0.652,6.18,1.73,1033.16
PH2 b,1,0.833,9.337,0.95,343.863
POTS-1 b,1,0.03734,10.548,0.59,747.959
PSR B0329+54 b,1,10.26,1.22,0,504.9331206
PSR B1257+12 b,1,0.19,0.338,0,600
PSR B1257+12 c,1,0.36,1.91,0,600
PSR B1257+12 d,1,0.46,1.8,0,600
PSR B1620-26 b,2,23,13.3,0,0
PSR J1719-1438 b,1,0.0044,0,0,1200
PSR J2322-2650 b,1,0.0102,13.9,0,230
PZ Tel b,1,27,11.9,1.26,47.0648
Pr0201 b,1,0.06,14.2,1.15,180.64
Pr0211 b,2,0.03176,13.4,0.83,182.714
Pr0211 c,2,5.5,12.6,0.83,182.714
Proxima Cen b,3,0.04856,1.03,0.14,1.30119
Qatar-1 b,1,0.02332,12.812,0.8,185.615
Qatar-10 b,1,0.0286,17.295,1.25,559.068
Qatar-2 b,1,0.02153,14.056,0.78,181.374
Qatar-3 b,1,0.03783,12.285,1.27,735.601
Qatar-4 b,1,0.02803,12.722,0.85,329.036
Qatar-5 b,1,0.04127,12.408,1.08,367.658
Qatar-6 b,2,0.0423,11.904,0.72,100.848
Qatar-7 b,1,0.0352,19.055,1.56,705.981
Qatar-8 b,1,0.0474,14.404,1.32,281.498
Qatar-9 b,1,0.0234,11.31,0.7,213.771
ROXs 12 b,2,210,12.2,1.07,136.65
ROXs 42 B b,2,157,12.5,1.34,143.59
RR Cae b,2,5.3,13,0.19,21.1916
Ross 128 b,1,0.0496,1.11,0.2,3.37454
Ross 458 c,2,1100,14.011,0.56,11.5094
Ross 508 b,1,0.05366,1.83,0.21,11.2103
SPECULOOS-3 b,1,0.00733,0.977,0.12,0
SR 12 AB c,2,0,12.3,1.1,112.3172158
SWEEPS-11 b,1,0.03,12.666,1.45,8500
SWEEPS-4 b,1,0.055,9.079,1.18,8500
TAP 26 b,1,0.0968,13.5,1.17,121.402
TCP J05074264+2447555 b,1,0.94,4.72,1.42,505
TIC 139270665 b,1,0.163,7.23,1.02,189.875
TIC 139270665 c,1,2,12.9,1.02,189.875
TIC 172900988 b,2,0.90281,11.25,1.38,250.956
TIC 237913194 b,1,0.1207,12.52,1.09,306.063
TIC 241249530 b,2,0.641,13.294,1.4,324.448
TIC 257060897 b,1,0.051,16.701,1.82,505.703
TIC 279401253 b,1,0.369,11.209,1.06,285.584
TIC 279401253 c,1,0.591,12.6,1.06,285.584
TIC 365102760 b,1,0.0622,6.21,3.13,555.546
TIC 393818343 b,1,0.1291,12.184,1.09,93.7345
TIC 46432937 b,1,0.02065,13.316,0.53,90.5369
TIC 4672985 b,1,0.33,11.5,1.15,253.385
TOI-1052 b,1,0.09103,2.87,1.26,129.804
TOI-1052 c,1,0.2263,6.48,1.26,129.804
TOI-1062 b,1,0.052,2.265,0.84,82.1733
TOI-1062 c,1,0.08,3.1,0.84,82.1733
TOI-1064 b,1,0.06152,2.587,0.73,68.0726
TOI-1064 c,1,0.09429,2.651,0.73,68.0726
TOI-1075 b,1,0.01159,1.791,0.58,61.4592
TOI-1107 b,1,0.0561,14.572,1.81,281.314
TOI-1130 b,1,0.0453,3.66,0.7,58.2609
TOI-1130 c,1,0.0731,13,0.7,58.2609
TOI-1135 b,1,0.082337,9.341,1.15,114.048
TOI-1136 b,1,0.05106,1.9,0.97,84.5362
TOI-1136 c,1,0.0669,2.879,0.97,84.5362
TOI-1136 d,1,0.1062,4.627,0.97,84.5362
TOI-1136 e,1,0.14,2.639,0.97,84.5362
TOI-1136 f,1,0.174,3.736,0.97,84.5362
TOI-1136 g,1,0.229,2.53,0.97,84.5362
TOI-1173 b,2,0.0696,9.19,0.93,132.353
TOI-1174 b,1,0.08,2.506,0.78,94.6375
TOI-1180 b,1,0.082,3.036,0.74,72.0238
TOI-1181 b,1,0.0364,17.026,1.96,302.819
TOI-1184 b,1,0.056,2.41,0.7,58.5946
TOI-1194 b,1,0.034,8.717,0.96,149.667
TOI-1199 b,1,0.04988,10.514,1.45,248.427
TOI-1201 b,2,0.0287,2.415,0.51,37.8871
TOI-122 b,1,0.0392,2.72,0.33,62.118
TOI-1221 b,1,0.387,2.91,1.03,138.411
TOI-1224 b,1,0.0355,2.104,0.4,37.3312
TOI-1224 c,1,0,2.884,0.4,37.3312
TOI-1227 b,1,0.0886,9.572,0.56,100.641
TOI-1231 b,1,0.1288,3.65,0.48,27.6227
TOI-1235 b,1,0.03845,1.69,0.62,39.6345
TOI-1244 b,1,0.061,2.376,0.72,102.551
TOI-1246 b,1,0.049,3.01,0.86,169.422
TOI-1246 c,1,0.061,2.451,0.86,169.422
TOI-1246 d,1,0.132,3.431,0.86,169.422
TOI-1246 e,1,0.212,3.514,0.86,169.422
TOI-1248 b,1,0.051,6.808,0.87,168.735
TOI-1249 b,1,0.109,3.271,0.98,139.49
TOI-125 b,1,0.05186,2.726,0.85,111.059
TOI-125 c,1,0.0814,2.759,0.85,111.059
TOI-125 d,1,0.137,2.93,0.85,111.059
TOI-1259 A b,2,0.0407,11.456,0.71,118.106
TOI-1260 b,1,0.0367,2.41,0.67,73.5977
TOI-1260 c,1,0.0657,2.76,0.67,73.5977
TOI-1260 d,1,0.1116,3.12,0.67,73.5977
TOI-1266 b,1,0.0728,2.62,0.44,36.0118
TOI-1266 c,1,0.1047,2.13,0.44,36.0118
TOI-1268 b,1,0.0711,9.1,0.92,109.557
TOI-1269 b,1,0.0496,2.401,0.85,172.138
TOI-1272 b,1,0.0417,4.132,0.79,137.572
TOI-1272 c,1,0.079,4.95,0.79,137.572
TOI-1273 b,1,0.0549,11.097,1.06,177.118
TOI-1278 b,1,0.095,12.218,0.57,75.5759
TOI-1279 b,1,0.085,2.661,0.84,107.055
TOI-128.01,1,0.05381,2.219,1.13,68.4727
TOI-1288 b,1,0.0374,4.968,0.96,114.865
TOI-1288 c,1,1.07,11.1,0.96,114.865
TOI-1294 b,1,0.051,10.124,1.56,332.648
TOI-1294 c,1,0.61,14.3,1.56,332.648
TOI-1296 b,1,0.051,14.116,1.7,323.265
TOI-1298 b,1,0.057,9.658,1.45,319.036
TOI-132 b,1,0.026,3.42,0.9,163.678
TOI-1333 b,2,0.0626,15.648,1.93,200.492
TOI-1338 b,2,0.4607,7.661,1.31,399.017
TOI-1338 c,2,0.794,10.3,1.31,399.017
TOI-1347 b,1,0.0171,1.8,0.83,147.476
TOI-1347 c,1,0.0546,1.6,0.83,147.476
TOI-1386 b,1,0.173,6.216,1.02,146.858
TOI-1386 c,1,0.75,10.3,1.02,146.858
TOI-139 b,1,0,2.457,0.7,42.4061
TOI-1408 b,1,0.05778,25,1.53,139.484
TOI-1408 c,1,0.03587,2.22,1.53,139.484
TOI-1410 c,1,0.239,5.63,0.76,72.7512
TOI-1410.01,1,0.0207,3.101,0.76,72.7512
TOI-1411 b,1,0.02122,1.199,0.61,32.4778
TOI-1416 b,1,0.019,1.62,0.79,55.0135
TOI-1420 b,1,0.071,11.89,0.92,201.918
TOI-1422 b,1,0.108,3.96,1.02,155.141
TOI-1431 b,1,0.046,16.701,1.92,148.925
TOI-1437 b,1,0.14,2.24,1.17,103.297
TOI-1439 b,1,0.192,4.243,1.62,230.306
TOI-1442 b,1,0.0071,1.17,0.31,41.1659
TOI-1443 b,1,0.147,2.304,0.75,85.8034
TOI-1444 b,1,0.0116,1.418,0.91,125.463
TOI-1448 b,1,0.0567,2.749,0.38,73.3345
TOI-1450 A b,2,0,1.13,0.48,22.4467
TOI-1450 A c,2,0,1.13,0.48,22.4467
TOI-1451 b,1,0.127,2.611,1.02,91.9362
TOI-1452 b,2,0.061,1.672,0.28,30.5212
TOI-1467 b,1,0.0495,1.676,0.46,37.4418
TOI-1468 b,1,0,1.28,0.34,24.7399
TOI-1468 c,1,0,2.064,0.34,24.7399
TOI-1470 b,1,0.0285,2.18,0.47,51.9503
TOI-1470 c,1,0.106,2.47,0.47,51.9503
TOI-1472 b,1,0.065,4.16,0.84,121.84
TOI-1478 b,1,0.0903,11.882,1.05,152.892
TOI-150.01,1,0.07037,14.067,1.53,336.267
TOI-1516 b,1,0,15.244,1.14,247.054
TOI-1518 b,1,0.0389,21.017,1.95,225.888
TOI-157 b,1,0.03138,14.415,1.17,355.683
TOI-1601 b,1,0.069,14.199,2.2,336.608
TOI-163 b,1,0.058,16.69,1.65,411.719
TOI-1634 b,2,0.01545,1.773,0.45,35.2736
TOI-1634 c,2,0,0,0.45,35.2736
TOI-1669 b,1,1.27,14.1,1.06,111.276
TOI-1669 c,1,0.0376,2.296,1.06,111.276
TOI-1670 b,1,0.103,2.06,1.32,168.067
TOI-1670 c,1,0.249,11.063,1.32,168.067
TOI-1680 b,1,0.03144,1.466,0.21,37.2209
TOI-1683.01,1,0.036508,2.638,0.7,51.1884
TOI-1685 b,1,0.01138,1.468,0.46,37.6153
TOI-169 b,1,0.03524,12.173,1.29,407.84
TOI-1691 b,1,0.126,3.565,1.01,111.445
TOI-1693 b,1,0.0226,1.41,0.46,30.7947
TOI-1694 b,1,0.045,5.342,0.8,124.68
TOI-1694 c,1,0.1,13.8,0.8,124.68
TOI-1695 b,1,0.033548,1.9,0.52,45.1309
TOI-1696 b,1,0.0229,3.09,0.28,64.9172
TOI-1710 b,2,0.166,5.203,0.96,81.2271
TOI-172 b,1,0.0914,10.817,1.78,342.831
TOI-1723 b,1,0.114,3.292,1.09,100.727
TOI-1728 b,1,0.0391,5.05,0.62,60.798
TOI-1736 b,1,0.073,3.182,1.43,88.9482
TOI-1736 c,1,1.37,12.5,1.43,88.9482
TOI-1739 b,1,0.0742,1.695,0.75,70.9819
TOI-1742 b,1,0.154,2.365,1.13,72.8871
TOI-1749 b,1,0.0291,1.39,0.55,99.5561
TOI-1749 c,1,0.0443,2.12,0.55,99.5561
TOI-1749 d,1,0.0707,2.52,0.55,99.5561
TOI-1751 b,1,0.215,2.951,1.31,113.335
TOI-1753 b,1,0.059,2.479,0.97,226.671
TOI-1758 b,1,0.138,3.557,0.82,96.6215
TOI-1759 b,1,0.1177,3.14,0.6,40.0654
TOI-1775 b,1,0.08,8.047,0.83,149.234
TOI-1776 b,1,0.0378,1.216,0.94,44.647
TOI-178 b,1,0.02607,1.152,0.65,62.699
TOI-178 c,1,0.037,1.669,0.65,62.699
TOI-178 d,1,0.0592,2.572,0.65,62.699
TOI-178 e,1,0.0783,2.207,0.65,62.699
TOI-178 f,1,0.1039,2.287,0.65,62.699
TOI-178 g,1,0.1275,2.87,0.65,62.699
TOI-1789 b,1,0.04882,16.141,2.17,229.067
TOI-1794 b,1,0.082,3.297,1.32,155.791
TOI-1798.01,1,0.074,2.385,0.79,113.181
TOI-1798.02,1,0.0107,1.399,0.79,113.181
TOI-1799 b,1,0.071,1.422,0.95,62.1274
TOI-1801 b,2,0.075,2.079,0.55,30.6796
TOI-1806.01,1,0.087735,3.41,0.4,55.5211
TOI-1807 b,1,0.0122,1.497,0.75,42.5775
TOI-181 b,1,0.0539,6.956,0.74,96.2338
TOI-1811 b,1,0.04389,11.142,0.77,128.23
TOI-1820 b,1,0.061,12.778,1.51,248.504
TOI-1823 b,1,0.212,7.541,0.8,71.6456
TOI-1824 b,1,0.151,2.744,0.81,59.4314
TOI-1836 b,1,0.157,8.281,1.65,191.649
TOI-1836 c,1,0.03089,2.6,1.65,191.649
TOI-1842 b,1,0.1,12.349,2.03,223.465
TOI-1853 b,1,0.0213,3.46,0.81,165.105
TOI-1855 b,1,0.02398,18.495,1.04,176.833
TOI-1859 b,1,0.337,9.752,1.36,224.385
TOI-1860 b,1,0.0204,1.31,0.94,45.864
TOI-1898 b,1,0.269,9.396,1.61,79.6682
TOI-1899 b,1,0.1525,11.097,0.61,128.438
TOI-1937 A b,2,0.01932,13.978,1.08,415.135
TOI-198 b,1,0.1,1.44,0.44,23.7262
TOI-199 b,1,0.4254,9.079,0.82,102.27
TOI-199 c,1,0.807,11.4,0.82,102.27
TOI-1994 b,1,0.0613,13.675,2.3,515.603
TOI-2000 b,1,0.04271,2.7,1.13,175.713
TOI-2000 c,1,0.0878,8.14,1.13,175.713
TOI-201 b,1,0.3,11.299,1.32,113.825
TOI-2010 b,1,0.5516,11.814,1.08,109.19
TOI-2015 b,1,0.0301,3.39,0.33,47.3444
TOI-2018 b,1,0,2.268,0.62,27.9956
TOI-2019 b,1,0.128,5.333,1.75,198.007
TOI-2025 b,1,0.0892,11.893,1.46,335.985
TOI-2046 b,1,0,16.141,1.21,289.668
TOI-2048 b,1,0,2.61,0.79,116.567
TOI-206 b,1,0.0112,1.3,0.35,47.7465
TOI-2068 b,1,0.0632,1.821,0.54,52.9328
TOI-2076 b,1,0.088,2.771,0.8,41.9091
TOI-2076 c,1,0.142,3.694,0.8,41.9091
TOI-2076 d,1,0.199,3.431,0.8,41.9091
TOI-2081 b,1,0.0752,2.04,0.53,62.3446
TOI-2084 b,2,0.05006,2.47,0.48,114.549
TOI-2088 b,1,0.472,3.683,0.85,126.46
TOI-2095 b,1,0.101,1.25,0.44,41.9176
TOI-2095 c,1,0.137,1.33,0.44,41.9176
TOI-2096 b,1,0.025,1.243,0.24,48.4809
TOI-2096 c,1,0.04,1.914,0.24,48.4809
TOI-2107 b,1,0.03515,13.574,0.93,236.705
TOI-2109 b,1,0.01791,15.098,1.7,262.041
TOI-2120 b,1,0.0377,2.122,0.25,32.1755
TOI-2128 b,1,0.127,2.089,1.12,36.578
TOI-2134 b,1,0.078,2.69,0.71,22.6202
TOI-2134 c,1,0.371,7.27,0.71,22.6202
TOI-2136 b,1,0.057,2.19,0.34,33.3631
TOI-2141 b,1,0.133,3.05,0.98,77.682
TOI-2145 b,1,0.111,12.419,2.75,224.731
TOI-2152 A b,3,0.05064,14.359,1.61,303.006
TOI-2154 b,1,0.0513,16.287,1.4,296.46
TOI-2158 b,1,0.075,10.761,1.41,198.473
TOI-216.01,1,0.2069,10.1,0.75,177.945
TOI-216.02,1,0.1293,8,0.75,177.945
TOI-2180 b,1,0.828,11.321,1.64,116.685
TOI-2184 b,1,0,11.4,2.9,788.317
TOI-2193 A b,2,0.03319,19.84,1.25,337.064
TOI-2194 b,1,0,1.989,0.69,19.5711
TOI-2196 b,1,0.02234,3.51,1.04,259.947
TOI-220 b,1,0.08911,3.03,0.86,90.7402
TOI-2202 b,1,0.09564,11.321,0.79,235.933
TOI-2202 c,1,0.15544,13.4,0.79,235.933
TOI-2207 b,1,0.0854,11.153,1.56,373.345
TOI-2236 b,1,0.05009,14.37,1.57,355.59
TOI-2257 b,1,0.145,2.194,0.31,57.7911
TOI-2260 b,1,0.0097,1.62,0.94,101.251
TOI-2266 b,1,0.02,1.54,0.24,51.6004
TOI-2285 b,1,0.1363,1.74,0.46,42.409
TOI-2337 b,1,0,10.088,3.22,536.046
TOI-2338 b,1,0.158,11.209,1.05,313.996
TOI-2364 b,1,0.04871,8.608,0.89,219.614
TOI-2368 b,1,0.05649,10.839,0.85,210.915
TOI-237 b,1,0.0341,1.44,0.21,38.0749
TOI-2373 b,1,0.112,10.424,1.1,508.686
TOI-2374 b,1,0.0471,6.81,0.69,134.655
TOI-2379 b,1,0.05263,11.725,0.62,211.247
TOI-238 b,1,0.0212,1.612,0.75,80.5407
TOI-238 c,1,0.0749,2.18,0.73,80.5407
TOI-2384 b,1,0.02793,11.489,0.61,191.51
TOI-2406 b,1,0.02267,2.86,0.2,55.419
TOI-2411 b,1,0.0144,1.68,0.68,59.5362
TOI-2416 b,1,0.0831,9.864,1.24,557.733
TOI-2421 b,1,0.0543,10.368,1.75,327.927
TOI-2427 b,1,0.0202,1.8,0.65,28.5147
TOI-244 b,1,0.0559,1.52,0.43,22.0337
TOI-2443 b,1,0,2.773,0.73,23.9258
TOI-2445 b,1,0.0064,1.25,0.27,48.582
